Dataset_Authors,Article_title,Article_Year,Article_Author_year,Article_Journal,In_vivo,Experimental_mean,Number_of_shoulders,Type_of_movement,Active,Posture,Thorax_is_isb,Thorax_is_global,Thorax_is_isb_correctable,Thorax_correction_method,Thorax_origin,Thorax_X,Thorax_Y,Thorax_Z,Humerus_is_isb,Humerus_is_isb_correctable,Humerus_correction_method,Humerus_origin,Humerus_X,Humerus_Y,Humerus_Z,Thoracohumeral_sequence,Thoracohumeral_angle,Thoracohumeral_usable,Thoracohumeral_risk,Clavicle_is_isb,Clavicle_is_isb_correctable,Clavicle_correction_method,Clavicle_origin,Clavicle_X,Clavicle_Y,Clavicle_Z,Scapula_is_isb,Scapula_is_isb_correctable,Scapula_correction_method,Scapula_origin,Scapula_X,Scapula_Y,Scapula_Z,Humeral_motion,Joint,Parent,Child,Euler_sequence,Origin_displacement,Displacement_cs,Displacement_absolute,Displacement_correctable,Displacement_correction_method,Is_data_mean,Shoulder_id,Source_extraction,Folder,Dof_1st_euler,Dof_2nd_euler,Dof_3rd_euler,Dof_translation_x,Dof_translation_y,Dof_translation_z,Dof_translation_norm
Bourne,Accuracy and Reliability of a New Method of Measuring Three-Dimensional Scapular Kinematics,2003,Bourne 2003,Master thesis,true,intra cortical pins,7,dynamic,true,sitting,false,false,false,,IJ,+mediolateral,+posteroanterior,+inferosuperior,false ,true,nan,GH,+mediolateral,+posteroanterior,+inferosuperior,zyz,nan,true,true,nan,nan,nan,nan,nan,nan,nan,false,true,,AA,+mediolateral,+posteroanterior,+inferosuperior,horizontal flexion,scapulothoracic,thorax,scapula,zyx,nan,nan,nan,nan,nan,false,4,engauged,Bourne 2003,ST_protraction_horizontalFlexion_4.csv,ST_medRotation_horizontalFlexion_4.csv,ST_tilt_horizontalFlexion_4.csv,nan,nan,nan,nan
Bourne,Accuracy and Reliability of a New Method of Measuring Three-Dimensional Scapular Kinematics,2003,Bourne 2003,Master thesis,true,intra cortical pins,7,dynamic,true,sitting,false,false,false,,IJ,+mediolateral,+posteroanterior,+inferosuperior,false ,true,nan,GH,+mediolateral,+posteroanterior,+inferosuperior,zyz,nan,true,true,nan,nan,nan,nan,nan,nan,nan,false,true,,AA,+mediolateral,+posteroanterior,+inferosuperior,horizontal flexion,scapulothoracic,thorax,scapula,zyx,nan,nan,nan,nan,nan,false,5,engauged,Bourne 2003,ST_protraction_horizontalFlexion_5.csv,ST_medRotation_horizontalFlexion_5.csv,ST_tilt_horizontalFlexion_5.csv,nan,nan,nan,nan
Bourne,Accuracy and Reliability of a New Method of Measuring Three-Dimensional Scapular Kinematics,2003,Bourne 2003,Master thesis,true,intra cortical pins,7,dynamic,true,sitting,false,false,false,,IJ,+mediolateral,+posteroanterior,+inferosuperior,false ,true,nan,GH,+mediolateral,+posteroanterior,+inferosuperior,zyz,nan,true,true,nan,nan,nan,nan,nan,nan,nan,false,true,,AA,+mediolateral,+posteroanterior,+inferosuperior,horizontal flexion,scapulothoracic,thorax,scapula,zyx,nan,nan,nan,nan,nan,false,6,engauged,Bourne 2003,ST_protraction_horizontalFlexion_6.csv,ST_medRotation_horizontalFlexion_6.csv,ST_tilt_horizontalFlexion_6.csv,nan,nan,nan,nan
Bourne,Accuracy and Reliability of a New Method of Measuring Three-Dimensional Scapular Kinematics,2003,Bourne 2003,Master thesis,true,intra cortical pins,7,dynamic,true,sitting,false,false,false,,IJ,+mediolateral,+posteroanterior,+inferosuperior,false ,true,nan,GH,+mediolateral,+posteroanterior,+inferosuperior,zyz,nan,true,true,nan,nan,nan,nan,nan,nan,nan,false,true,,AA,+mediolateral,+posteroanterior,+inferosuperior,horizontal flexion,scapulothoracic,thorax,scapula,zyx,nan,nan,nan,nan,nan,false,7,engauged,Bourne 2003,ST_protraction_horizontalFlexion_7.csv,ST_medRotation_horizontalFlexion_7.csv,ST_tilt_horizontalFlexion_7.csv,nan,nan,nan,nan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charbonnier et al.,Standardization proposal of soft tissue artefact description for data sharing in human motion measurements,2017,Cereatti et al. 2017,Journal of Biomechanics,true,single-plane x-ray fluoroscopy,1,dynamic,true,nan,true,false,nan,nan,IJ,+posteroanterior,+inferosuperior,+mediolateral,true,nan,nan,GH,+posteroanterior,+inferosuperior,+mediolateral,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,true,nan,nan,AA,+posteroanterior,+inferosuperior,+mediolateral,scapular elevation,glenohumeral,scapula,humerus,xzy,GH,scapula,true,nan,nan,false,1,,,nan,nan,nan,nan,nan,nan,nan
Charbonnier et al.,Standardization proposal of soft tissue artefact description for data sharing in human motion measurements,2017,Cereatti et al. 2017,Journal of Biomechanics,true,single-plane x-ray fluoroscopy,1,dynamic,true,nan,true,false,nan,nan,IJ,+posteroanterior,+inferosuperior,+mediolateral,true,nan,nan,GH,+posteroanterior,+inferosuperior,+mediolateral,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,true,nan,nan,AA,+posteroanterior,+inferosuperior,+mediolateral,sagittal elevation,glenohumeral,scapula,humerus,xzy,GH,scapula,true,nan,nan,false,1,,,nan,nan,nan,nan,nan,nan,nan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chu et al.,Validation of a video-based motion analysis technique in 3-D dynamic scapular kinematic measurements,2012,Chu et al. 2012,Journal of Biomechanics,true,biplane x-ray fluoroscopy,5,dynamic,true,sitting,true,false,nan,nan,IJ,+posteroanterior,+inferosuperior,+mediolateral,true,nan,nan,GH,+posteroanterior,+inferosuperior,+mediolateral,yxy,nan,true,false,nan,nan,nan,nan,nan,nan,nan,true,nan,nan,AA,+posteroanterior,+inferosuperior,+mediolateral,frontal elevation,scapulothoracic,thorax,scapula,yxz,nan,nan,nan,nan,nan,true,nan,engauged,Chu et al 2012,ST_protraction_elevationFrontal.csv,ST_medRotation_elevationFrontal.csv,ST_tilt_elevationFrontal.csv,nan,nan,nan,nan
Chu et al.,Validation of a video-based motion analysis technique in 3-D dynamic scapular kinematic measurements,2012,Chu et al. 2012,Journal of Biomechanics,true,biplane x-ray fluoroscopy,5,dynamic,true,sitting,true,false,nan,nan,IJ,+posteroanterior,+inferosuperior,+mediolateral,true,nan,nan,GH,+posteroanterior,+inferosuperior,+mediolateral,yxy,nan,true,false,nan,nan,nan,nan,nan,nan,nan,true,nan,nan,AA,+posteroanterior,+inferosuperior,+mediolateral,scapular elevation,scapulothoracic,thorax,scapula,yxz,nan,nan,nan,nan,nan,true,nan,engauged,Chu et al 2012,ST_protraction_elevationScapular.csv,ST_medRotation_elevationScapular.csv,ST_tilt_elevationScapular.csv,nan,nan,nan,nan
Chu et al.,Validation of a video-based motion analysis technique in 3-D dynamic scapular kinematic measurements,2012,Chu et al. 2012,Journal of Biomechanics,true,biplane x-ray fluoroscopy,5,dynamic,true,sitting,true,false,nan,nan,IJ,+posteroanterior,+inferosuperior,+mediolateral,true,nan,nan,GH,+posteroanterior,+inferosuperior,+mediolateral,yxy,nan,true,false,nan,nan,nan,nan,nan,nan,nan,true,nan,nan,AA,+posteroanterior,+inferosuperior,+mediolateral,internal-external rotation 90 degree-abducted,scapulothoracic,thorax,scapula,yxz,nan,nan,nan,nan,nan,true,nan,engauged,Chu et al 2012,ST_protraction_rotation90Abd.csv,ST_medRotation_rotation90Abd.csv,ST_tilt_rotation90Abd.csv,nan,nan,nan,nan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dal Maso et al.,Standardization proposal of soft tissue artefact description for data sharing in human motion measurements,2017,Cereatti et al. 2017,Journal of Biomechanics,true,intra cortical pins,1,dynamic,true,standing,false,true,false,nan,nan,nan,nan,nan,true,nan,nan,GH,+posteroanterior,+inferosuperior,+mediolateral,yxy,nan,true,true,nan,nan,nan,nan,nan,nan,nan,true,nan,nan,AA,+posteroanterior,+inferosuperior,+mediolateral,frontal elevation,glenohumeral,scapula,humerus,yxy,GH,scapula,true,nan,nan,false,P1,mat file,Cereatti et al 2017/S2M,GH_elevationPlane_elevationFrontal.csv,GH_elevationAngle_elevationFrontal.csv,GH_internalRotation_elevationFrontal.csv, , , ,nan
Dal Maso et al.,Standardization proposal of soft tissue artefact description for data sharing in human motion measurements,2017,Cereatti et al. 2017,Journal of Biomechanics,true,intra cortical pins,1,dynamic,true,standing,false,true,false,nan,nan,nan,nan,nan,true,nan,nan,GH,+posteroanterior,+inferosuperior,+mediolateral,yxy,nan,true,true,nan,nan,nan,nan,nan,nan,nan,true,nan,nan,AA,+posteroanterior,+inferosuperior,+mediolateral,sagittal elevation,glenohumeral,scapula,humerus,yxy,GH,scapula,true,nan,nan,false,P1,mat file,Cereatti et al 2017/S2M,GH_elevationPlane_elevationSagittal.csv,GH_elevationAngle_elevationSagittal.csv,GH_internalRotation_elevationSagittal.csv, , , ,nan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fung et al.,Scapular and clavicular kinematics during humeral elevation: A study with cadavers,2001,Fung et al. 2001,Journal of Shoulder and Elbow Surgery,false,intra cortical pins,5,dynamic,false,sitting,false,false,false,,T1 anterior face,-posteroanterior,+mediolateral,+inferosuperior,false ,false,nan,GH,-posteroanterior,+mediolateral,+inferosuperior,zxz,nan,true,true,false,false,nan,volume centroid of a cylinder mapped to the midthird of the clavicle,-posteroanterior,+mediolateral,+inferosuperior,false,nan,nan,glenoid center,-posteroanterior,+mediolateral,+inferosuperior,frontal elevation,scapulothoracic,thorax,scapula,zxy,nan,nan,nan,nan,nan,true,nan,authors table,Fung et al 2001,ST_protraction_FrontalPlane.csv,ST_medRotation_FrontalPlane.csv,ST_tilt_FrontalPlane.csv,nan,nan,nan,nan
Fung et al.,Scapular and clavicular kinematics during humeral elevation: A study with cadavers,2001,Fung et al. 2001,Journal of Shoulder and Elbow Surgery,false,intra cortical pins,5,dynamic,false,sitting,false,false,false,,T1 anterior face,-posteroanterior,+mediolateral,+inferosuperior,false ,false,nan,GH,-posteroanterior,+mediolateral,+inferosuperior,zxz,nan,true,true,false,false,nan,volume centroid of a cylinder mapped to the midthird of the clavicle,-posteroanterior,+mediolateral,+inferosuperior,false,nan,nan,glenoid center,-posteroanterior,+mediolateral,+inferosuperior,frontal elevation,sternoclavicular,thorax,clavicle,zxy,nan,nan,nan,nan,nan,true,nan,authors table,Fung et al 2001,SC_protraction_FrontalPlane.csv,SC_elevation_FrontalPlane.csv,SC_rotation_FrontalPlane.csv,nan,nan,nan,nan
Fung et al.,Scapular and clavicular kinematics during humeral elevation: A study with cadavers,2001,Fung et al. 2001,Journal of Shoulder and Elbow Surgery,false,intra cortical pins,5,dynamic,false,sitting,false,false,false,,T1 anterior face,-posteroanterior,+mediolateral,+inferosuperior,false ,false,nan,GH,-posteroanterior,+mediolateral,+inferosuperior,zxz,nan,true,true,false,false,nan,volume centroid of a cylinder mapped to the midthird of the clavicle,-posteroanterior,+mediolateral,+inferosuperior,false,nan,nan,glenoid center,-posteroanterior,+mediolateral,+inferosuperior,scapular elevation,scapulothoracic,thorax,scapula,zxy,nan,nan,nan,nan,nan,true,nan,authors table,Fung et al 2001,ST_protraction_ScapularPlane.csv,ST_medRotation_ScapularPlane.csv,SC_tilt_ScapularPlane.csv,nan,nan,nan,nan
Fung et al.,Scapular and clavicular kinematics during humeral elevation: A study with cadavers,2001,Fung et al. 2001,Journal of Shoulder and Elbow Surgery,false,intra cortical pins,5,dynamic,false,sitting,false,false,false,,T1 anterior face,-posteroanterior,+mediolateral,+inferosuperior,false ,false,nan,GH,-posteroanterior,+mediolateral,+inferosuperior,zxz,nan,true,true,false,false,nan,volume centroid of a cylinder mapped to the midthird of the clavicle,-posteroanterior,+mediolateral,+inferosuperior,false,nan,nan,glenoid center,-posteroanterior,+mediolateral,+inferosuperior,scapular elevation,sternoclavicular,thorax,clavicle,zxy,nan,nan,nan,nan,nan,true,nan,authors table,Fung et al 2001,SC_protraction_ScapularPlane.csv,SC_elevation_ScapularPlane.csv,SC_rotation_ScapularPlane.csv,nan,nan,nan,nan
Fung et al.,Scapular and clavicular kinematics during humeral elevation: A study with cadavers,2001,Fung et al. 2001,Journal of Shoulder and Elbow Surgery,false,intra cortical pins,5,dynamic,false,sitting,false,false,false,,T1 anterior face,-posteroanterior,+mediolateral,+inferosuperior,false ,false,nan,GH,-posteroanterior,+mediolateral,+inferosuperior,zxz,nan,true,true,false,false,nan,volume centroid of a cylinder mapped to the midthird of the clavicle,-posteroanterior,+mediolateral,+inferosuperior,false,nan,nan,glenoid center,-posteroanterior,+mediolateral,+inferosuperior,sagittal elevation,scapulothoracic,thorax,scapula,zxy,nan,nan,nan,nan,nan,true,nan,authors table,Fung et al 2001,ST_protraction_SagittalPlane.csv,ST_medRotation_SagittalPlane.csv,SC_tilt_SagittalPlane.csv,nan,nan,nan,nan
Fung et al.,Scapular and clavicular kinematics during humeral elevation: A study with cadavers,2001,Fung et al. 2001,Journal of Shoulder and Elbow Surgery,false,intra cortical pins,5,dynamic,false,sitting,false,false,false,,T1 anterior face,-posteroanterior,+mediolateral,+inferosuperior,false ,false,nan,GH,-posteroanterior,+mediolateral,+inferosuperior,zxz,nan,true,true,false,false,nan,volume centroid of a cylinder mapped to the midthird of the clavicle,-posteroanterior,+mediolateral,+inferosuperior,false,nan,nan,glenoid center,-posteroanterior,+mediolateral,+inferosuperior,sagittal elevation,sternoclavicular,thorax,clavicle,zxy,nan,nan,nan,nan,nan,true,nan,authors table,Fung et al 2001,SC_protraction_SagittalPlane.csv,SC_elevation_SagittalPlane.csv,SC_rotation_SagittalPlane.csv,nan,nan,nan,nan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gutierrez Delgado et al.,Procedure to describe clavicular motion,2017,Gutierrez Delgado et al. 2017,Journal of Shoulder and Elbow Surgery,false,intra cortical pins,1,dynamic,false,sitting,true,false,nan,nan,IJ,+posteroanterior,+inferosuperior,+mediolateral,true,nan,nan,GH,+posteroanterior,+inferosuperior,+mediolateral,nan,"angle(yh,yt)",true,true,false,false,nan,SC,+posteroanterior,+inferosuperior,+mediolateral,true,nan,nan,AA,+posteroanterior,+inferosuperior,+mediolateral,frontal elevation,sternoclavicular,thorax,clavicle,yxz,true,nan,nan,nan,nan,false,1,authors table,Gutierrez Delgado et al 2017,array,array,array,nan,nan,nan,nan
Gutierrez Delgado et al.,Procedure to describe clavicular motion,2017,Gutierrez Delgado et al. 2017,Journal of Shoulder and Elbow Surgery,false,intra cortical pins,1,dynamic,false,sitting,true,false,nan,nan,IJ,+posteroanterior,+inferosuperior,+mediolateral,true,nan,nan,GH,+posteroanterior,+inferosuperior,+mediolateral,nan,"angle(yh,yt)",true,true,false,false,nan,SC,+posteroanterior,+inferosuperior,+mediolateral,true,nan,nan,AA,+posteroanterior,+inferosuperior,+mediolateral,sagittal elevation,sternoclavicular,thorax,clavicle,yxz,true,nan,nan,nan,nan,false,1,authors table,Gutierrez Delgado et al 2017,array,array,array,nan,nan,nan,nan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kijima et al.,In vivo 3-dimensional analysis of scapular and glenohumeral kinematics: comparison of symptomatic or asymptomatic shoulders with rotator cuff tears and healthy shoulders,2015,Kijima et al. 2015,Journal of Shoulder and Elbow Surgery,true,intra cortical pins,7,dynamic,true,sitting,false,true,false,nan,nan,nan,nan,nan,false,false,nan,GH,-mediolateral,+inferosuperior,+posteroanterior,nan,"angle(yh,yt)",true,true,nan,nan,nan,nan,nan,nan,nan,false,true,,glenoid center,-mediolateral,+inferosuperior,+posteroanterior,scapular elevation,glenohumeral,scapula,humerus,zxy,GH,scapula,true,nan,nan,true,nan,engauged,Kijima et al 2015,nan,GH_introtation_elevationScapular.csv,nan,nan,GH_suptranslation_elevationScapular.csv,nan,nan
Kijima et al.,In vivo 3-dimensional analysis of scapular and glenohumeral kinematics: comparison of symptomatic or asymptomatic shoulders with rotator cuff tears and healthy shoulders,2015,Kijima et al. 2015,Journal of Shoulder and Elbow Surgery,true,intra cortical pins,7,dynamic,true,sitting,false,true,false,nan,nan,nan,nan,nan,false,false,nan,GH,-mediolateral,+inferosuperior,+posteroanterior,nan,"angle(yh,yt)",true,true,nan,nan,nan,nan,nan,nan,nan,false,true,,glenoid center,-mediolateral,+inferosuperior,+posteroanterior,scapular elevation,scapulothoracic,thorax,scapula,zxy,nan,nan,nan,nan,nan,true,nan,engauged,Kijima et al 2015,ST_tilt_elevationScapular.csv,ST_protraction_elevationScapular.csv,ST_medRotation_elevationScapular.csv,nan,nan,nan,nan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim et al.,Effects of short malunion of the clavicle on in vivo scapular kinematics,2017,Kim et al. 2017,Journal of Shoulder and Elbow Surgery,true,single-plane x-ray fluoroscopy,15,dynamic,true,sitting,false,true,false,nan,nan,nan,nan,nan,false,false,nan,GH,-mediolateral,+inferosuperior,+posteroanterior,nan,"angle(yh,yt)",true,true,nan,nan,nan,nan,nan,nan,nan,false,false,nan,glenoid center,-mediolateral,+inferosuperior,+posteroanterior,scapular elevation,scapulothoracic,thorax,scapula,nan,nan,nan,nan,nan,nan,true,nan,,Kim et al 2017,array,array,array,nan,nan,nan,nan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolz et al.,Reliable interpretation of scapular kinematics depends on coordinate system definition,2020,Kolz et al. 2020,Gait and Posture,true,biplane x-ray fluoroscopy,20,dynamic,true,sitting,true,false,nan,nan,IJ,+posteroanterior,+inferosuperior,+mediolateral,true,nan,nan,GH,+posteroanterior,+inferosuperior,+mediolateral,yxy,nan,true,false,nan,nan,nan,nan,nan,nan,nan,false,true,kolz_GC_to_PA,glenoid center,+posteroanterior,+inferosuperior,+mediolateral,frontal elevation,glenohumeral,scapula,humerus,yxy,GH,scapula,nan,nan,nan,false,1,authors table,Kolz et al 2020,GH_elevationPlane_elevationFrontal_1.csv,GH_elevationAngle_elevationFrontal_1.csv,GH_internalRotation_elevationFrontal_1.csv,GH_anttranslation_elevationFrontal_1.csv,GH_suptranslation_elevationFrontal_1.csv,GH_medtranslation_elevationFrontal_1.csv,nan
Kolz et al.,Reliable interpretation of scapular kinematics depends on coordinate system definition,2020,Kolz et al. 2020,Gait and Posture,true,biplane x-ray fluoroscopy,20,dynamic,true,sitting,true,false,nan,nan,IJ,+posteroanterior,+inferosuperior,+mediolateral,true,nan,nan,GH,+posteroanterior,+inferosuperior,+mediolateral,yxy,nan,true,false,nan,nan,nan,nan,nan,nan,nan,false,true,kolz_GC_to_PA,glenoid center,+posteroanterior,+inferosuperior,+mediolateral,frontal elevation,glenohumeral,scapula,humerus,yxy,GH,scapula,nan,nan,nan,false,2,authors table,Kolz et al 2020,GH_elevationPlane_elevationFrontal_2.csv,GH_elevationAngle_elevationFrontal_2.csv,GH_internalRotation_elevationFrontal_2.csv,GH_anttranslation_elevationFrontal_2.csv,GH_suptranslation_elevationFrontal_2.csv,GH_medtranslation_elevationFrontal_2.csv,nan
